PSGC,PRVDIS_PSGC,REG_PSGC,SMC_NAME,PRVDIS_NAME,REG_NAME,CITY_CLASS,INCOME_CLASS,LONGITUDE,LATITUDE
140116000,140100000,140000000,MANABO,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.715370892,17.413703685
140117000,140100000,140000000,PEÑARRUBIA,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,6th,120.664826003,17.537457222
140118000,140100000,140000000,PIDIGAN,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.575038528,17.53928492
140119000,140100000,140000000,PILAR,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.58322483,17.375778037
140120000,140100000,140000000,SALLAPADAN,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.797935355,17.482893338
140121000,140100000,140000000,SAN ISIDRO,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.618471945,17.47546707
140122000,140100000,140000000,SAN JUAN,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.753691135,17.705969781
140123000,140100000,140000000,SAN QUINTIN,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.510235597,17.521962923
140124000,140100000,140000000,TAYUM,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.677477601,17.607257549
140125000,140100000,140000000,TINEG,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,2nd,120.904956447,17.831878101
140126000,140100000,140000000,TUBO,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,120.806816246,17.255232383
140127000,140100000,140000000,VILLAVICIOSA,ABRA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.63529139,17.393914301
141101000,141100000,140000000,ATOK,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,120.710846148,16.592601
141102000,141100000,140000000,CITY OF BAGUIO,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),HUC,1st,120.596165819,16.399947494
141103000,141100000,140000000,BAKUN,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,3rd,120.686424827,16.810465811
141104000,141100000,140000000,BOKOD,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,120.804399228,16.460663998
141105000,141100000,140000000,BUGUIAS,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,3rd,120.840111602,16.744645404
141106000,141100000,140000000,ITOGON,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,1st,120.707556837,16.31700555
141107000,141100000,140000000,KABAYAN,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,120.843301013,16.618863503
141108000,141100000,140000000,KAPANGAN,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,120.590134106,16.607245177
141109000,141100000,140000000,KIBUNGAN,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,120.673624957,16.701808586
141110000,141100000,140000000,LA TRINIDAD (Capital),BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,1st,120.595004453,16.463179199
141111000,141100000,140000000,MANKAYAN,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,1st,120.791398418,16.856337259
141112000,141100000,140000000,SABLAN,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.51853093,16.499139106
141113000,141100000,140000000,TUBA,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,1st,120.556568732,16.320708515
141114000,141100000,140000000,TUBLAY,BENGUET,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.63277405,16.506422161
142701000,142700000,140000000,BANAUE,IFUGAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.105190527,16.928008554
142702000,142700000,140000000,HUNGDUAN,IFUGAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,120.98415738,16.871597831
142703000,142700000,140000000,KIANGAN,IFUGAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.088516218,16.775386344
142704000,142700000,140000000,LAGAWE (Capital),IFUGAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.215999148,16.785160928
142705000,142700000,140000000,LAMUT,IFUGAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.199153612,16.692501043
142706000,142700000,140000000,MAYOYAO,IFUGAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.241796521,16.901263507
142707000,142700000,140000000,ALFONSO LISTA (POTIA),IFUGAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,3rd,121.496771228,16.959329705
142708000,142700000,140000000,AGUINALDO,IFUGAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,2nd,121.362135325,16.939176638
142709000,142700000,140000000,HINGYON,IFUGAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,121.104980408,16.861283501
142710000,142700000,140000000,TINOC,IFUGAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,120.950345437,16.696898033
142711000,142700000,140000000,ASIPULO,IFUGAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,121.053135946,16.676096403
143201000,143200000,140000000,BALBALAN,KALINGA,CORDILLERA ADMINISTRATIVE REGION (CAR),,3rd,121.161972158,17.536976625
143206000,143200000,140000000,LUBUAGAN,KALINGA,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.177669168,17.353586228
143208000,143200000,140000000,PASIL,KALINGA,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,121.057224368,17.352989089
143209000,143200000,140000000,PINUKPUK,KALINGA,CORDILLERA ADMINISTRATIVE REGION (CAR),,1st,121.377308432,17.57470318
143211000,143200000,140000000,RIZAL (LIWAN),KALINGA,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.576178433,17.504571871
143213000,143200000,140000000,CITY OF TABUK (Capital),KALINGA,CORDILLERA ADMINISTRATIVE REGION (CAR),CC,5th,121.429777417,17.410090055
143214000,143200000,140000000,TANUDAN,KALINGA,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.271416869,17.279247895
143215000,143200000,140000000,TINGLAYAN,KALINGA,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.110897297,17.260660596
144401000,144400000,140000000,BARLIG,MOUNTAIN PROVINCE,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,121.137300721,17.073542665
144402000,144400000,140000000,BAUKO,MOUNTAIN PROVINCE,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,120.876679814,16.928876224
144403000,144400000,140000000,BESAO,MOUNTAIN PROVINCE,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.834719944,17.119929724
144404000,144400000,140000000,BONTOC (Capital),MOUNTAIN PROVINCE,CORDILLERA ADMINISTRATIVE REGION (CAR),,2nd,120.981481239,17.092898541
144405000,144400000,140000000,NATONIN,MOUNTAIN PROVINCE,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.28161799,17.123102203
144406000,144400000,140000000,PARACELIS,MOUNTAIN PROVINCE,CORDILLERA ADMINISTRATIVE REGION (CAR),,2nd,121.457156533,17.181152554
144407000,144400000,140000000,SABANGAN,MOUNTAIN PROVINCE,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.928553939,16.96243865
144408000,144400000,140000000,SADANGA,MOUNTAIN PROVINCE,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,121.021408995,17.18687564
144409000,144400000,140000000,SAGADA,MOUNTAIN PROVINCE,CORDILLERA ADMINISTRATIVE REGION (CAR),,5th,120.901698203,17.093846627
144410000,144400000,140000000,TADIAN,MOUNTAIN PROVINCE,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,120.815484837,16.989128229
148101000,148100000,140000000,CALANASAN (BAYAG),APAYAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,1st,121.069411156,18.297146922
148102000,148100000,140000000,CONNER,APAYAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,2nd,121.254659179,17.758174243
148103000,148100000,140000000,FLORA,APAYAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,3rd,121.415200126,18.133529235
148104000,148100000,140000000,KABUGAO (Capital),APAYAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,1st,121.154676673,17.994420928
148105000,148100000,140000000,LUNA,APAYAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,2nd,121.302029093,18.305273761
148106000,148100000,140000000,PUDTOL,APAYAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.310890049,18.144772023
148107000,148100000,140000000,SANTA MARCELA,APAYAO,CORDILLERA ADMINISTRATIVE REGION (CAR),,4th,121.449007308,18.268993244
150702000,150700000,150000000,CITY OF LAMITAN (Capital),BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),CC,6th,122.09859974,6.641486564
150703000,150700000,150000000,LANTAWAN,BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,121.869880874,6.619850313
150704000,150700000,150000000,MALUSO,BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,121.91017364,6.51657316
150705000,150700000,150000000,SUMISIP,BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,1st,122.01309448,6.488144456
150706000,150700000,150000000,TIPO-TIPO,BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,122.156979212,6.523983542
150707000,150700000,150000000,TUBURAN,BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,122.205520504,6.601850906
150708000,150700000,150000000,AKBAR,BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,122.187940825,6.644338046
150709000,150700000,150000000,AL-BARKA,BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,122.166293052,6.48599126
150710000,150700000,150000000,HADJI MOHAMMAD AJUL,BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,122.269932518,6.627764997
150711000,150700000,150000000,UNGKAYA PUKAN,BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,122.104917637,6.539760325
150712000,150700000,150000000,HADJI MUHTAMAD,BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,121.609366275,6.639741413
150713000,150700000,150000000,TABUAN-LASA,BASILAN,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,121.978076067,6.296991935
153601000,153600000,150000000,BACOLOD-KALAWI (BACOLOD GRANDE),LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,124.124265063,7.887929076
153602000,153600000,150000000,BALABAGAN,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th*,124.147458121,7.538161392
153603000,153600000,150000000,BALINDONG (WATU),LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th*,124.180956959,7.921436773
153604000,153600000,150000000,BAYANG,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,124.190447426,7.77726091
153605000,153600000,150000000,BINIDAYAN,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.153896747,7.79442328
153606000,153600000,150000000,BUBONG,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,124.457956437,8.002616653
153607000,153600000,150000000,BUTIG,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,6th*,124.365800203,7.673841337
153609000,153600000,150000000,GANASSI,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.101475827,7.806633221
153610000,153600000,150000000,KAPAI,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.37041493,8.066111559
153611000,153600000,150000000,LUMBA-BAYABAO (MAGUING),LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,124.472245641,7.784323446
153612000,153600000,150000000,LUMBATAN,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th*,124.235668606,7.749552095
153613000,153600000,150000000,MADALUM,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,124.069692624,7.918736843
153614000,153600000,150000000,MADAMBA,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.034846736,7.87198496
153615000,153600000,150000000,MALABANG,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,124.074270874,7.627223337
153616000,153600000,150000000,MARANTAO,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,124.229103251,7.962382917
153617000,153600000,150000000,CITY OF MARAWI (Capital),LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),CC,4th,124.296623511,8.021222699
153618000,153600000,150000000,MASIU,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,124.3658368,7.793061156
153619000,153600000,150000000,MULONDO,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,124.365420099,7.917856264
153620000,153600000,150000000,PAGAYAWAN (TATARIKAN),LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,124.120212843,7.751094215
153621000,153600000,150000000,PIAGAPO,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.16664453,7.991892657
153622000,153600000,150000000,POONA BAYABAO (GATA),LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.354198406,7.831708724
153623000,153600000,150000000,PUALAS,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,124.043778957,7.797880364
153624000,153600000,150000000,DITSAAN-RAMAIN,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,124.353627743,7.996217217
153625000,153600000,150000000,SAGUIARAN,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.246762263,8.042209305
153626000,153600000,150000000,TAMPARAN,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th*,124.332684328,7.871762772
153627000,153600000,150000000,TARAKA,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.340271717,7.898102954
153628000,153600000,150000000,TUBARAN,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.168929029,7.730648374
153629000,153600000,150000000,TUGAYA,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,124.146020413,7.905266358
153630000,153600000,150000000,WAO,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,124.706376484,7.646683501
153631000,153600000,150000000,MAROGONG,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.184100181,7.630962584
153632000,153600000,150000000,CALANOGAS,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,124.077791475,7.717872396
153633000,153600000,150000000,BUADIPOSO-BUNTONG,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.393246668,7.950629202
153634000,153600000,150000000,MAGUING,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,124.492101472,7.909789759
153635000,153600000,150000000,PICONG (SULTAN GUMANDER),LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th*,123.973483183,7.699683188
153636000,153600000,150000000,LUMBAYANAGUE,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.281608525,7.773287698
153637000,153600000,150000000,AMAI MANABILANG (BUMBARAN),LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,124.59896211,7.759270067
153638000,153600000,150000000,TAGOLOAN II,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.462203942,8.092245701
153639000,153600000,150000000,KAPATAGAN,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.188151998,7.488369318
153640000,153600000,150000000,SULTAN DUMALONDONG,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,6th*,124.253331743,7.717903903
153641000,153600000,150000000,LUMBACA-UNAYAN,LANAO DEL SUR,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.209693547,7.728973121
153801000,153800000,150000000,AMPATUAN,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.423794562,6.785530201
153802000,153800000,150000000,BULDON,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th*,124.425366107,7.505015808
153803000,153800000,150000000,BULUAN,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th*,124.80890475,6.696625217
153805000,153800000,150000000,DATU PAGLAS,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.905516207,6.74277005
153806000,153800000,150000000,DATU PIANG,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,124.474798106,7.037428106
153807000,153800000,150000000,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,124.235808532,7.094712036
153808000,153800000,150000000,SHARIFF AGUAK (MAGANOY) (Capital),MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,124.46347041,6.891567529
153809000,153800000,150000000,MATANOG,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.242199424,7.478021854
153810000,153800000,150000000,PAGALUNGAN,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,1st,124.745683135,6.935965508
153811000,153800000,150000000,PARANG,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,1st*,124.287245986,7.367047325
153812000,153800000,150000000,SULTAN KUDARAT (NULING),MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,1st,124.321413573,7.253231802
153813000,153800000,150000000,SULTAN SA BARONGIS (LAMBAYONG),MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,124.632157566,6.915905202
153814000,153800000,150000000,KABUNTALAN (TUMBAO),MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th*,124.367513256,7.11851791
153815000,153800000,150000000,UPI,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,1st,124.116412054,6.959643445
153816000,153800000,150000000,TALAYAN,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th*,124.305575502,6.945989828
153817000,153800000,150000000,SOUTH UPI,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th*,124.226656315,6.822164779
153818000,153800000,150000000,BARIRA,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.322736978,7.480215954
153819000,153800000,150000000,GEN. S.K. PENDATUN,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th*,124.74382478,6.840916828
153820000,153800000,150000000,MAMASAPANO,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,124.515442709,6.920884127
153821000,153800000,150000000,TALITAY,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.369474385,7.036483241
153822000,153800000,150000000,PAGAGAWAN,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,124.768494702,7.062657874
153823000,153800000,150000000,PAGLAT,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.777734578,6.78503688
153824000,153800000,150000000,SULTAN MASTURA,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,124.271613802,7.299797018
153825000,153800000,150000000,GUINDULUNGAN,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.365450101,6.929791274
153826000,153800000,150000000,DATU SAUDI-AMPATUAN,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,124.436535412,6.954638353
153827000,153800000,150000000,DATU UNSAY,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,124.393624736,6.889954761
153828000,153800000,150000000,DATU ABDULLAH SANGKI,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.53225799,6.817974019
153829000,153800000,150000000,RAJAH BUAYAN,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.566403073,6.918568183
153830000,153800000,150000000,DATU BLAH T. SINSUAT,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.015862646,6.912630657
153831000,153800000,150000000,DATU ANGGAL MIDTIMBANG,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.354718817,7.009907541
153832000,153800000,150000000,MANGUDADATU,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.83999371,6.655327784
153833000,153800000,150000000,PANDAG,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.800418479,6.752444193
153834000,153800000,150000000,NORTHERN KABUNTALAN,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th*,124.424949655,7.168637227
153835000,153800000,150000000,DATU HOFFER AMPATUAN,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.400781329,6.854571631
153836000,153800000,150000000,DATU SALIBO,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.479587026,7.000503338
153837000,153800000,150000000,SHARIFF SAYDONA MUSTAPHA,MAGUINDANAO,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,124.507918129,6.955407091
156601000,156600000,150000000,INDANAN,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,120.960062881,5.993562816
156602000,156600000,150000000,JOLO (Capital),SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,1st,121.004217304,6.052996915
156603000,156600000,150000000,KALINGALAN CALUANG,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,121.281289659,5.912511906
156604000,156600000,150000000,LUUK,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,121.319767023,5.965270026
156605000,156600000,150000000,MAIMBUNG,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,121.010110767,5.948654148
156606000,156600000,150000000,HADJI PANGLIMA TAHIL (MARUNGGAS),SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,6th,120.858641747,6.324835515
156607000,156600000,150000000,OLD PANAMAO,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,121.229661987,5.979948643
156608000,156600000,150000000,PANGUTARAN,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,120.554906914,6.304827483
156609000,156600000,150000000,PARANG,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,120.921411705,5.935592649
156610000,156600000,150000000,PATA,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,121.166422291,5.813434889
156611000,156600000,150000000,PATIKUL,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,121.086267668,6.048975816
156612000,156600000,150000000,SIASI,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,2nd,120.857585747,5.538748405
156613000,156600000,150000000,TALIPAO,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,1st,121.09345511,5.960819928
156614000,156600000,150000000,TAPUL,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,120.907615079,5.727286767
156615000,156600000,150000000,TONGKIL,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,121.845929442,6.034958517
156616000,156600000,150000000,PANGLIMA ESTINO (NEW PANAMAO),SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,121.180454246,5.966225144
156617000,156600000,150000000,LUGUS,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,5th,120.838329392,5.686019617
156618000,156600000,150000000,PANDAMI,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,4th,120.777351216,5.533715661
156619000,156600000,150000000,OMAR,SULU,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,-,121.385012311,5.97132354
157001000,157000000,150000000,PANGLIMA SUGALA (BALIMBING),TAWI-TAWI,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),,3rd,120.00281161,5.154620151
